,RK,Name,POS,GP,ATT,YDS,AVG,LNG,BIG,TD,YDS/G,FUM,LST,FD,Year*
3927,127,Tony RichardsonNYJ,FB,16,10,65,6.5,16,0,0,4.1,0,0,6,2008
3928,128,Chad PenningtonMIA,QB,16,30,62,2.1,16,0,1,3.9,1,0,6,2008
3929,128,Jason SnellingATL,FB,16,15,62,4.1,13,0,0,3.9,0,0,5,2008
3930,130,Devin HesterCHI,WR,15,6,61,10.2,20,1,0,4.1,0,0,4,2008
3931,130,Quinton GantherTEN,RB,13,9,61,6.8,22,1,0,4.7,0,0,3,2008
3932,132,Rashard MendenhallPIT,RB,4,19,58,3.1,12,0,0,14.5,0,0,2,2008
3933,133,Kenny WatsonCIN,RB,10,13,55,4.2,7,0,0,5.5,0,0,2,2008
3934,133,Derek AndersonCLE,QB,10,25,55,2.2,15,0,0,5.5,5,1,5,2008
3935,135,Lorenzo BookerPHI,RB,10,20,53,2.7,8,0,0,5.3,0,0,2,2008
3936,135,Devin ThomasWSH,WR,16,3,53,17.7,29,1,1,3.3,0,0,2,2008
3937,135,Andre Jerome CaldwellCIN,WR,7,5,53,10.6,26,1,0,7.6,0,0,3,2008
3938,135,Dantrell SavageKC,RB,8,15,53,3.5,11,0,0,6.6,0,0,4,2008
3939,139,Michael RobinsonSF,FB,16,19,50,2.6,10,0,0,3.1,1,1,5,2008
3940,140,Kerry CollinsTEN,QB,16,25,49,2.0,17,0,0,3.1,2,0,4,2008
3941,140,Kyle OrtonCHI,QB,15,24,49,2.0,12,0,3,3.3,3,3,8,2008
3942,142,Chad SimpsonIND,RB,11,15,45,3.0,10,0,1,4.1,1,0,6,2008
3943,143,Brett FavreNYJ,QB,16,21,43,2.0,27,1,1,2.7,5,0,4,2008
3944,143,Aaron SteckerNO,RB,6,8,43,5.4,12,0,0,7.2,0,0,2,2008
3945,143,Montell OwensJAX,RB,16,2,43,21.5,41,1,2,2.7,0,0,2,2008
3946,146,Mike BellNO,RB,4,13,42,3.2,15,0,1,10.5,0,0,4,2008
3947,147,Marc BulgerSTL,QB,15,14,41,2.9,16,0,0,2.7,1,1,3,2008
3948,147,Tony RomoDAL,QB,13,28,41,1.5,15,0,0,3.2,5,3,4,2008
3949,149,Steve Smith Sr.CAR,WR,14,5,40,8.0,23,1,0,2.9,0,0,3,2008
3950,149,Clifton SmithTB,RB,9,8,40,5.0,10,0,0,4.4,1,1,3,2008
3951,151,Carson PalmerCIN,QB,4,6,38,6.3,15,0,0,9.5,0,0,2,2008
3952,152,Sage RosenfelsHOU,QB,6,11,37,3.4,15,0,0,6.2,2,1,2,2008
3953,152,Chris TaylorHOU,RB,3,14,37,2.6,17,0,0,12.3,1,0,1,2008
3954,152,Mike TolbertSD,FB,13,13,37,2.8,11,0,0,2.8,0,0,4,2008
3955,155,Carey DavisPIT,FB,14,12,35,2.9,11,0,0,2.5,0,0,2,2008
3956,155,Brandon JonesTEN,WR,16,2,35,17.5,28,1,0,2.2,0,0,1,2008
3957,157,Jon KitnaDET,QB,4,6,34,5.7,10,0,0,8.5,1,0,3,2008
3958,157,Johnnie Lee HigginsOAK,WR,16,3,34,11.3,18,0,0,2.1,0,0,1,2008
3959,159,Terrell OwensDAL,WR,16,7,33,4.7,8,0,0,2.1,0,0,2,2008
3960,159,Devery HendersonNO,WR,16,4,33,8.3,30,1,0,2.1,0,0,1,2008
3961,161,Najeh DavenportIND/PIT,RB,6,10,31,3.1,8,0,0,5.2,0,0,3,2008
3962,161,Lawrence VickersCLE,FB,12,10,31,3.1,10,0,0,2.6,0,0,6,2008
3963,163,Charlie FryeSEA,QB,2,2,30,15.0,27,1,0,15.0,0,0,1,2008
3964,164,Travis MinorSTL,RB,13,13,29,2.2,13,0,0,2.2,0,0,3,2008
3965,164,Dan OrlovskyDET,QB,10,7,29,4.1,10,0,0,2.9,2,0,2,2008
3966,164,James JohnsonCIN,RB,4,9,29,3.2,12,0,0,7.3,0,0,2,2008
3967,167,Santana MossWSH,WR,16,1,27,27.0,27,1,0,1.7,0,0,1,2008
3968,167,Quinn GrayKC,QB,1,1,27,27.0,27,1,0,27.0,0,0,1,2008
3969,167,Vince YoungTEN,QB,3,8,27,3.4,8,0,0,9.0,0,0,0,2008
3970,167,Jalen ParmeleBAL,RB,1,2,27,13.5,31,1,0,27.0,0,0,1,2008
3971,171,Jason McKieCHI,FB,11,11,26,2.4,6,0,2,2.4,0,0,5,2008
3972,171,Bernard BerrianMIN,WR,16,4,26,6.5,14,0,0,1.6,0,0,2,2008
3973,171,Wes WelkerNE,WR,16,3,26,8.7,19,0,0,1.6,0,0,1,2008
3974,171,Domenik HixonNYG,WR,16,2,26,13.0,15,0,0,1.6,0,0,2,2008
3975,175,Lorenzo NealBAL,FB,16,12,25,2.1,5,0,0,1.6,0,0,6,2008
3976,175,Daunte CulpepperDET,QB,5,12,25,2.1,9,0,1,5.0,1,0,3,2008
3977,177,Mike SellersWSH,FB,16,6,24,4.0,10,0,0,1.5,1,1,1,2008
3978,177,Shaun AlexanderWSH,RB,4,11,24,2.2,8,0,0,6.0,0,0,0,2008
3979,177,Troy SmithBAL,QB,6,9,24,2.7,8,0,0,4.0,0,0,1,2008
3980,180,Heath EvansNE,FB,16,11,23,2.1,4,0,0,1.4,0,0,4,2008
3981,180,Kevin WalterHOU,WR,16,3,23,7.7,13,0,0,1.4,0,0,3,2008
3982,182,Antonio BryantTB,WR,16,2,22,11.0,13,0,0,1.4,0,0,2,2008
3983,182,Lee EvansBUF,WR,16,1,22,22.0,22,1,0,1.4,0,0,1,2008
3984,182,Jon AlstonOAK,LB,14,1,22,22.0,22,1,0,1.6,0,0,1,2008
3985,185,Peyton ManningIND,QB,16,20,21,1.0,12,0,1,1.3,1,0,4,2008
3986,185,Jake DelhommeCAR,QB,16,20,21,1.0,12,0,2,1.3,2,1,2,2008
3987,185,Ahmard HallTEN,FB,16,8,21,2.6,6,0,0,1.3,1,1,3,2008
3988,185,Brady QuinnCLE,QB,3,5,21,4.2,12,0,0,7.0,0,0,2,2008
3989,185,Owen SchmittSEA,FB,15,5,21,4.2,14,0,0,1.4,0,0,1,2008
3990,190,Robert MeachemNO,WR,14,1,20,20.0,20,1,1,1.4,0,0,1,2008
3991,190,Drew StantonDET,QB,3,3,20,6.7,15,0,0,6.7,0,0,1,2008
3992,192,Andrew WalterOAK,QB,2,5,19,3.8,13,0,0,9.5,1,0,1,2008
3993,192,Kregg LumpkinGB,RB,2,1,19,19.0,19,0,0,9.5,0,0,1,2008
3994,194,Matt TurkHOU,P,16,1,18,18.0,18,0,0,1.1,0,0,1,2008
3995,194,Brad HooverCAR,FB,16,9,18,2.0,5,0,0,1.1,0,0,5,2008
3996,194,Arnaz BattleSF,WR,9,1,18,18.0,18,0,0,2.0,0,0,1,2008
3997,194,Nate WashingtonPIT,WR,16,5,18,3.6,8,0,0,1.1,0,0,1,2008
3998,198,Ovie MughelliATL,FB,16,5,16,3.2,9,0,0,1.0,0,0,4,2008
3999,199,Luke McCownTB,QB,2,3,15,5.0,12,0,0,7.5,0,0,0,2008
4000,199,D.J. WareNYG,RB,6,2,15,7.5,9,0,0,2.5,0,0,1,2008
4001,201,Rock CartwrightWSH,RB,16,5,14,2.8,7,0,0,0.9,0,0,0,2008
4002,201,B.J. AskewTB,FB,10,7,14,2.0,3,0,2,1.4,0,0,6,2008
4003,201,Rashied DavisCHI,WR,16,3,14,4.7,17,0,0,0.9,0,0,1,2008
4004,204,Damon HuardKC,QB,5,4,13,3.3,15,0,0,2.6,1,0,1,2008
4005,204,Roy WilliamsDAL/DET,WR,15,1,13,13.0,13,0,0,0.9,0,0,1,2008
4006,204,Greg JonesJAX,RB,12,2,13,6.5,13,0,0,1.1,0,0,1,2008
4007,204,Davone BessMIA,WR,16,1,13,13.0,13,0,0,0.8,0,0,1,2008
4008,208,Michael BennettTB,RB,5,7,12,1.7,4,0,0,2.4,0,0,0,2008
4009,209,Marques TuiasosopoOAK,QB,2,2,11,5.5,11,0,0,5.5,1,0,1,2008
4010,209,Patrick CraytonDAL,WR,16,1,11,11.0,11,0,0,0.7,0,0,1,2008
4011,209,Vernon DavisSF,TE,16,1,11,11.0,11,0,0,0.7,0,0,1,2008
4012,212,Nick GoingsCAR,RB,16,9,10,1.1,4,0,0,0.6,0,0,0,2008
4013,212,David CarrNYG,QB,3,8,10,1.3,7,0,0,3.3,0,0,0,2008
4014,212,Eli ManningNYG,QB,16,20,10,0.5,13,0,1,0.6,0,0,4,2008
4015,212,Mike KarneyNO,FB,12,8,10,1.3,3,0,2,0.8,0,0,5,2008
4016,212,John KuhnGB,FB,16,8,10,1.3,3,0,1,0.6,0,0,5,2008
4017,217,Dennis NorthcuttJAX,WR,14,1,9,9.0,9,0,0,0.6,0,0,0,2008
4018,217,Laveranues ColesNYJ,WR,16,2,9,4.5,6,0,0,0.6,0,0,0,2008
4019,217,Dante HallSTL,WR,8,4,9,2.3,10,0,0,1.1,0,0,2,2008
4020,217,T.J. HoushmandzadehCIN,WR,15,1,9,9.0,9,0,0,0.6,0,0,0,2008
4021,217,Roscoe ParrishBUF,WR,13,2,9,4.5,9,0,0,0.7,0,0,0,2008
4022,217,Santonio HolmesPIT,WR,15,2,9,4.5,10,0,0,0.6,0,0,1,2008
4023,217,Sam KochBAL,P,16,1,9,9.0,9,0,0,0.6,0,0,1,2008
4024,217,Tony HuntPHI,RB,6,4,9,2.3,6,0,1,1.5,0,0,2,2008
4025,217,Mike HartIND,RB,5,2,9,4.5,7,0,0,1.8,0,0,2,2008
4026,217,Chauncey WashingtonJAX,RB,6,4,9,2.3,6,0,0,1.5,0,0,1,2008
4027,227,Justin McCareinsTEN,WR,14,2,8,4.0,4,0,0,0.6,1,1,0,2008
4028,227,Jesse ChatmanNYJ,RB,3,5,8,1.6,5,0,0,2.7,0,0,0,2008
4029,227,Jerricho CotcheryNYJ,WR,16,2,8,4.0,8,0,0,0.5,0,0,0,2008
4030,227,Jim SorgiIND,QB,1,5,8,1.6,12,0,0,8.0,0,0,1,2008
4031,227,DeDe DorseyCIN,RB,4,5,8,1.6,7,0,0,2.0,0,0,0,2008
4032,227,Steve BreastonARI,WR,16,2,8,4.0,4,0,0,0.5,0,0,0,2008
4033,227,Keenan BurtonSTL,WR,13,3,8,2.7,5,0,0,0.6,0,0,0,2008
4034,234,Gus FrerotteMIN,QB,11,19,7,0.4,5,0,1,0.6,2,1,3,2008
4035,234,Aveion CasonDET,RB,7,4,7,1.8,4,0,0,1.0,0,0,0,2008
4036,234,Byron LeftwichPIT,QB,5,4,7,1.8,8,0,1,1.4,0,0,1,2008
4037,234,Jeff DuganMIN,TE,9,4,7,1.8,2,0,0,0.8,0,0,4,2008
4038,234,Brian LeonardSTL,RB,2,2,7,3.5,5,0,0,3.5,0,0,0,2008
4039,239,Reggie BrownPHI,WR,10,1,6,6.0,6,0,0,0.6,0,0,1,2008
4040,239,Keith EllisonBUF,LB,16,1,6,6.0,6,0,0,0.4,0,0,1,2008
4041,239,Stevie JohnsonBUF,WR,11,1,6,6.0,6,0,0,0.5,0,0,0,2008
4042,242,Antwaan Randle ElWSH,WR,16,1,5,5.0,5,0,0,0.3,0,0,0,2008
4043,242,Michael ClaytonTB,WR,15,2,5,2.5,4,0,0,0.3,0,0,0,2008
4044,242,Matt LeinartARI,QB,4,4,5,1.3,8,0,0,1.3,0,0,1,2008
4045,242,Jason HillSF,WR,16,2,5,2.5,9,0,0,0.3,0,0,1,2008
4046,242,Xavier OmonBUF,RB,2,6,5,0.8,2,0,0,2.5,0,0,1,2008
4047,247,Trent GreenSTL,QB,3,3,4,1.3,3,0,0,1.3,0,0,1,2008
4048,247,Hines WardPIT,WR,16,1,4,4.0,4,0,0,0.3,0,0,0,2008
4049,247,Donald DriverGB,WR,16,2,4,2.0,6,0,0,0.3,0,0,0,2008
4050,247,Rex GrossmanCHI,QB,4,3,4,1.3,2,0,2,1.0,0,0,3,2008
4051,247,Antonio ChatmanCIN,WR,10,2,4,2.0,2,0,0,0.4,0,0,0,2008
4052,247,Roddy WhiteATL,WR,16,2,4,2.0,2,0,0,0.3,0,0,0,2008
4053,247,Samkon GadoSTL,RB,1,2,4,2.0,3,0,0,4.0,0,0,0,2008
4054,247,Jordan PalmerCIN,QB,3,1,4,4.0,4,0,0,1.3,0,0,0,2008
4055,247,Jerome FeltonDET,FB,13,2,4,2.0,4,0,0,0.3,0,0,0,2008
4056,247,Matt FlynnGB,QB,7,4,4,1.0,6,0,0,0.6,1,0,1,2008
4057,257,Derrick MasonBAL,WR,16,1,3,3.0,3,0,0,0.2,0,0,0,2008
4058,257,Marty BookerCHI,WR,13,1,3,3.0,3,0,0,0.2,0,0,0,2008
4059,257,Chris HenryTEN,RB,1,1,3,3.0,3,0,0,3.0,0,0,0,2008
4060,257,Deon AndersonDAL,FB,14,2,3,1.5,3,0,0,0.2,0,0,0,2008
4061,261,Justin GriffithOAK,FB,7,2,2,1.0,2,0,0,0.3,0,0,1,2008
4062,261,Marques HagansKC,WR,2,1,2,2.0,2,0,0,1.0,0,0,0,2008
4063,261,Bruce GradkowskiCLE,QB,2,1,2,2.0,2,0,0,1.0,0,0,0,2008
4064,261,Kevin KolbPHI,QB,6,13,2,0.2,8,0,0,0.3,0,0,0,2008
4065,265,Allen RossumSF,CB,13,1,1,1.0,1,0,1,0.1,0,0,1,2008
4066,265,Chris ChambersSD,WR,14,1,1,1.0,1,0,0,0.1,0,0,0,2008
4067,265,Moran NorrisDET,RB,11,1,1,1.0,1,0,0,0.1,0,0,0,2008
4068,265,Ronald CurryOAK,WR,13,1,1,1.0,1,0,0,0.1,0,0,0,2008
4069,265,Vonta LeachHOU,FB,16,1,1,1.0,1,0,1,0.1,0,0,1,2008
4070,265,Troy WilliamsonJAX,WR,8,1,1,1.0,1,0,0,0.1,0,0,0,2008
4071,265,Greg CamarilloMIA,WR,11,2,1,0.5,6,0,0,0.1,0,0,0,2008
4072,265,Aundrae AllisonMIN,WR,15,1,1,1.0,1,0,0,0.1,0,0,0,2008
4073,265,Chansi StuckeyNYJ,WR,15,1,1,1.0,1,0,0,0.1,0,0,0,2008
4074,274,Mitch BergerPIT,P,13,1,0,0.0,0,0,0,0.0,0,0,0,2008
4075,274,Ike HilliardTB,WR,16,1,0,0.0,0,0,0,0.0,0,0,0,2008
4076,274,Randy MossNE,WR,16,2,0,0.0,2,0,0,0.0,0,0,0,2008
4077,274,Shane LechlerOAK,P,16,1,0,0.0,0,0,0,0.0,1,1,0,2008
4078,274,Dan KreiderSTL,FB,11,1,0,0.0,0,0,0,0.0,0,0,0,2008
4079,274,Ken DorseyCLE,QB,4,2,0,0.0,0,0,0,0.0,2,0,0,2008
4080,274,Derrick FrostGB,P,12,1,0,0.0,0,0,0,0.0,1,0,0,2008
4081,274,Reggie WilliamsJAX,WR,16,1,0,0.0,0,0,0,0.0,0,0,0,2008
4082,274,Madison HedgecockNYG,FB,16,1,0,0.0,0,0,0,0.0,0,0,0,2008
4083,274,Jason DavisOAK/CHI,FB,5,1,0,0.0,0,0,0,0.0,0,0,0,2008
4084,274,Brandon FieldsMIA,P,16,1,0,0.0,0,0,0,0.0,0,0,0,2008
4085,274,Derek StanleySTL,WR,10,1,0,0.0,0,0,0,0.0,1,1,0,2008
4086,286,Brad JohnsonDAL,QB,16,2,-1,-0.5,0,0,0,-0.1,1,0,0,2008
4087,286,Brian GrieseTB,QB,5,5,-1,-0.2,3,0,0,-0.2,0,0,1,2008
4088,286,Drew BreesNO,QB,16,22,-1,0.0,9,0,0,-0.1,5,0,4,2008
4089,286,Tony SchefflerDEN,TE,13,1,-1,-1.0,-1,0,0,-0.1,0,0,0,2008
4090,286,Calvin JohnsonDET,WR,16,3,-1,-0.3,7,0,0,-0.1,1,0,1,2008
4091,291,Kurt WarnerARI,QB,16,18,-2,-0.1,11,0,0,-0.1,2,1,1,2008
4092,291,Chaz SchilensOAK,WR,16,1,-2,-2.0,-2,0,0,-0.1,0,0,0,2008
4093,291,Mike CoxKC,FB,16,1,-2,-2.0,-2,0,0,-0.1,0,0,0,2008
4094,294,Isaac BruceSF,WR,16,1,-3,-3.0,-3,0,0,-0.2,0,0,0,2008
4095,294,Josh McCownCAR,QB,2,4,-3,-0.8,0,0,0,-1.5,0,0,0,2008
4096,294,Cleo LemonJAX,QB,2,2,-3,-1.5,-1,0,0,-1.5,0,0,0,2008
4097,294,Cecil SappHOU,FB,12,2,-3,-1.5,0,0,0,-0.3,0,0,0,2008
4098,294,Kellen ClemensNYJ,QB,2,3,-3,-1.0,-1,0,0,-1.5,0,0,0,2008
4099,294,Fred DavisWSH,TE,11,1,-3,-3.0,-3,0,0,-0.3,0,0,0,2008
4100,294,Dennis DixonPIT,QB,1,2,-3,-1.5,-1,0,0,-3.0,0,0,0,2008
4101,301,Koren RobinsonSEA,WR,12,1,-4,-4.0,-4,0,0,-0.3,0,0,0,2008
4102,301,Donte' StallworthCLE,WR,11,1,-4,-4.0,-4,0,0,-0.4,0,0,0,2008
4103,301,Brandon MarshallDEN,WR,15,2,-4,-2.0,7,0,0,-0.3,1,1,0,2008
4104,304,Jacoby JonesHOU,WR,16,1,-5,-5.0,-5,0,0,-0.3,0,0,0,2008
4105,305,Craig HentrichTEN,P,16,2,-6,-3.0,0,0,0,-0.4,1,1,0,2008
4106,305,Kevin O'ConnellNE,QB,2,3,-6,-2.0,-2,0,0,-3.0,0,0,0,2008
4107,307,Chris KluweMIN,P,16,1,-7,-7.0,-7,0,0,-0.4,0,0,0,2008
4108,308,Mario ManninghamNYG,WR,7,1,-12,-12.0,-12,0,0,-1.7,0,0,0,2008
4109,309,Delanie WalkerSF,TE,15,2,-13,-6.5,-3,0,0,-0.9,0,0,0,2008
4110,1,Chris JohnsonTEN,RB,16,358,2006,5.6,91,22,14,125.4,3,3,79,2009
4111,2,Steven JacksonSTL,RB,15,324,1416,4.4,58,10,4,94.4,2,2,61,2009
4112,3,Thomas JonesNYJ,RB,16,331,1402,4.2,71,8,14,87.6,2,0,64,2009
4113,4,Maurice Jones-DrewJAX,RB,16,312,1391,4.5,80,8,15,86.9,2,1,68,2009
4114,5,Adrian PetersonMIN,RB,16,314,1383,4.4,64,12,18,86.4,6,5,74,2009
4115,6,Ray RiceBAL,RB,16,254,1339,5.3,59,11,7,83.7,2,2,54,2009
4116,7,Ryan GrantGB,RB,16,282,1253,4.4,62,8,11,78.3,0,0,61,2009
4117,8,Cedric BensonCIN,RB,13,301,1251,4.2,42,10,6,96.2,1,0,57,2009
4118,9,Jonathan StewartCAR,RB,16,221,1133,5.1,67,11,10,70.8,3,2,54,2009
4119,10,Ricky WilliamsMIA,RB,16,241,1121,4.7,68,4,11,70.1,4,2,55,2009
4120,11,Frank GoreSF,RB,14,229,1120,4.9,80,11,10,80.0,4,2,47,2009
4121,11,Jamaal CharlesKC,RB,15,190,1120,5.9,76,9,7,74.7,2,2,54,2009
4122,13,DeAngelo WilliamsCAR,RB,13,216,1117,5.2,77,7,7,85.9,3,3,51,2009
4123,14,Rashard MendenhallPIT,RB,16,242,1108,4.6,60,9,7,69.3,3,3,48,2009
4124,15,Fred JacksonBUF,RB,16,237,1062,4.5,43,5,2,66.4,2,2,43,2009
4125,16,Knowshon MorenoDEN,RB,16,247,947,3.8,36,2,7,59.2,2,2,52,2009
4126,17,Marion BarberDAL,RB,15,214,932,4.4,35,5,7,62.1,1,1,58,2009
4127,18,Matt ForteCHI,RB,16,258,929,3.6,61,3,4,58.1,5,3,39,2009
4128,19,Michael TurnerATL,RB,11,178,871,4.9,58,9,10,79.2,4,2,43,2009
4129,20,Jerome HarrisonCLE,RB,14,194,862,4.4,71,3,5,61.6,2,2,37,2009
4130,21,Brandon JacobsNYG,RB,15,224,835,3.7,31,2,5,55.7,2,1,43,2009
4131,22,Joseph AddaiIND,RB,15,219,828,3.8,21,2,10,55.2,1,1,44,2009
4132,23,Cadillac WilliamsTB,RB,16,211,823,3.9,35,7,4,51.4,1,0,43,2009
4133,24,Pierre ThomasNO,RB,14,147,793,5.4,34,7,6,56.6,1,1,36,2009
4134,24,Beanie WellsARI,RB,16,176,793,4.5,33,4,7,49.6,4,2,39,2009
4135,26,Ahmad BradshawNYG,RB,15,163,778,4.8,38,6,7,51.9,3,2,46,2009
4136,27,Laurence MaroneyNE,RB,15,194,757,3.9,45,2,9,50.5,3,3,44,2009
4137,28,Kevin SmithDET,RB,13,217,747,3.4,31,2,4,57.5,3,2,36,2009
4138,29,LaDainian TomlinsonSD,RB,14,223,730,3.3,36,3,12,52.1,1,1,40,2009
4139,30,Felix JonesDAL,RB,14,116,685,5.9,56,5,3,48.9,2,1,24,2009
4140,31,Julius JonesSEA,RB,14,177,663,3.7,62,4,2,47.4,0,0,32,2009
4141,32,Mike BellNO,RB,13,172,654,3.8,35,4,5,50.3,2,2,33,2009
4142,33,Ronnie BrownMIA,RB,9,147,648,4.4,45,3,8,72.0,1,1,32,2009
4143,34,Correll BuckhalterDEN,RB,14,120,642,5.3,45,5,1,45.9,3,2,29,2009
4144,35,LeSean McCoyPHI,RB,16,155,637,4.1,66,1,4,39.8,2,1,28,2009
4145,36,Justin ForsettSEA,RB,16,114,619,5.4,35,6,4,38.7,2,1,29,2009
4146,37,Jason SnellingATL,FB,14,142,613,4.3,31,6,4,43.8,1,1,37,2009
4147,38,Tim HightowerARI,RB,16,143,598,4.2,50,2,8,37.4,5,4,33,2009
4148,39,Michael BushOAK,RB,16,123,589,4.8,60,3,3,36.8,1,1,22,2009
4149,40,Larry JohnsonKC/CIN,RB,14,178,581,3.3,27,2,0,41.5,2,1,28,2009
4150,41,Willis McGaheeBAL,RB,16,109,544,5.0,77,3,12,34.0,1,1,28,2009
4151,42,Shonn GreeneNYJ,RB,14,108,540,5.0,33,5,2,38.6,3,3,24,2009
4152,43,Jamal LewisCLE,RB,9,143,500,3.5,18,0,0,55.6,0,0,18,2009
4153,44,Clinton PortisWSH,RB,8,124,494,4.0,78,2,1,61.8,1,1,19,2009
4154,45,Justin FargasOAK,RB,12,129,491,3.8,35,3,3,40.9,1,0,23,2009
4155,46,Marshawn LynchBUF,RB,13,120,450,3.8,47,2,2,34.6,3,1,18,2009
4156,47,Steve SlatonHOU,RB,11,131,437,3.3,32,3,3,39.7,5,3,26,2009
4157,48,Derrick WardTB,RB,14,114,409,3.6,28,3,1,29.2,0,0,13,2009
4158,49,Ryan MoatsHOU,RB,14,101,390,3.9,17,0,4,27.9,2,1,25,2009
4159,49,Reggie BushNO,RB,14,70,390,5.6,55,2,5,27.9,2,1,19,2009
4160,51,Willie ParkerPIT,RB,14,98,389,4.0,34,2,0,27.8,2,1,19,2009
4161,52,Maurice MorrisDET,RB,14,93,384,4.1,64,1,2,27.4,1,0,14,2009
4162,53,Joshua CribbsCLE,WR,16,55,381,6.9,37,4,1,23.8,1,0,21,2009
4163,54,Darren McFaddenOAK,RB,12,104,357,3.4,28,1,1,29.8,4,3,13,2009
4164,55,Tashard ChoiceDAL,RB,16,64,349,5.5,66,3,3,21.8,0,0,20,2009
4165,56,Darren SprolesSD,RB,16,93,343,3.7,21,2,3,21.4,0,0,15,2009
4166,57,Chester TaylorMIN,RB,16,94,338,3.6,25,1,1,21.1,2,0,11,2009
4167,58,Kevin FaulkNE,RB,15,62,335,5.4,29,1,2,22.3,0,0,18,2009
4168,59,Leon WashingtonNYJ,RB,7,72,331,4.6,33,2,0,47.3,1,1,9,2009
4169,60,David GarrardJAX,QB,16,77,323,4.2,30,1,3,20.2,5,3,31,2009
4170,60,Leonard WeaverPHI,FB,16,70,323,4.6,41,1,2,20.2,0,0,17,2009
4171,62,Bernard ScottCIN,RB,13,74,321,4.3,61,3,0,24.7,1,0,15,2009
4172,63,Sammy MorrisNE,RB,12,73,319,4.4,55,2,2,26.6,2,1,18,2009
4173,64,Aaron RodgersGB,QB,16,58,316,5.4,35,2,5,19.8,2,0,25,2009
4174,65,Vince YoungTEN,QB,12,55,281,5.1,44,1,2,23.4,7,2,20,2009
4175,65,Donald BrownIND,RB,11,78,281,3.6,45,2,3,25.5,1,0,14,2009
4176,67,Brian WestbrookPHI,RB,8,61,274,4.5,25,1,1,34.3,0,0,13,2009
4177,68,Fred TaylorNE,RB,6,63,269,4.3,19,0,4,44.8,1,1,13,2009
4178,69,Chris BrownHOU,RB,14,79,267,3.4,13,0,3,19.1,1,1,15,2009
4179,70,Arian FosterHOU,RB,6,54,257,4.8,24,1,3,42.8,0,0,15,2009
4180,71,Jerious NorwoodATL,RB,10,76,252,3.3,21,1,0,25.2,0,0,11,2009
4181,72,Jason CampbellWSH,QB,16,46,236,5.1,21,2,1,14.8,4,0,17,2009
4182,73,Rock CartwrightWSH,RB,16,64,228,3.6,34,1,0,14.3,0,0,12,2009
4183,74,Glen CoffeeSF,RB,14,83,226,2.7,17,0,1,16.1,0,0,8,2009
4184,75,LenDale WhiteTEN,RB,13,64,222,3.5,11,0,2,17.1,1,1,11,2009
4185,76,Kahlil BellCHI,RB,7,40,220,5.5,72,2,0,31.4,0,0,9,2009
4186,76,Chris JenningsCLE,RB,9,63,220,3.5,16,0,1,24.4,0,0,10,2009
4187,78,Ladell BettsWSH,RB,10,56,210,3.8,18,0,2,21.0,0,0,7,2009
4188,79,Brad SmithNYJ,WR,13,18,207,11.5,57,3,1,15.9,0,0,10,2009
4189,80,Rashad JenningsJAX,RB,15,39,202,5.2,28,2,1,13.5,0,0,8,2009
4190,81,Quinton GantherWSH,RB,8,62,201,3.2,13,0,3,25.1,0,0,12,2009
4191,82,Matt CasselKC,QB,15,50,189,3.8,13,0,0,12.6,9,1,6,2009
4192,83,Le'Ron McClainBAL,FB,16,46,180,3.9,20,2,2,11.3,0,0,22,2009
4193,84,Jay CutlerCHI,QB,16,40,173,4.3,30,1,1,10.8,4,0,14,2009
4194,85,Josh FreemanTB,QB,10,30,161,5.4,20,1,0,16.1,4,1,11,2009
4195,86,Ahman GreenGB,RB,8,41,160,3.9,26,1,1,20.0,0,0,8,2009
4196,87,Kenneth DarbySTL,RB,16,27,152,5.6,51,1,0,9.5,0,0,5,2009
4197,88,Josh JohnsonTB,QB,6,22,148,6.7,29,1,0,24.7,3,1,7,2009
4198,88,Mike TolbertSD,FB,16,25,148,5.9,32,2,1,9.3,0,0,10,2009
4199,90,Ryan FitzpatrickBUF,QB,10,31,141,4.5,31,1,1,14.1,1,0,11,2009
4200,91,Donovan McNabbPHI,QB,14,37,140,3.8,27,1,2,10.0,3,1,12,2009
4201,92,DeSean JacksonPHI,WR,15,11,137,12.5,67,2,1,9.1,0,0,5,2009
4202,93,Percy HarvinMIN,WR,15,15,135,9.0,35,2,0,9.0,0,0,8,2009
4203,94,Aaron BrownDET,RB,15,27,131,4.9,19,0,0,8.7,0,0,7,2009
4204,95,Marcus MasonWSH,RB,10,32,127,4.0,20,1,0,12.7,0,0,4,2009
4205,96,Edgerrin JamesSEA,RB,7,46,125,2.7,10,0,0,17.9,1,0,6,2009
4206,96,Lynell HamiltonNO,RB,9,35,125,3.6,19,0,2,13.9,0,0,12,2009
4207,98,Lousaka PoliteMIA,FB,16,37,123,3.3,13,0,0,7.7,1,0,20,2009
4208,99,Garrett WolfeCHI,RB,8,22,120,5.5,36,1,1,15.0,0,0,6,2009
4209,100,Matt HasselbeckSEA,QB,14,26,119,4.6,23,1,0,8.5,4,1,5,2009
4210,101,Mewelde MoorePIT,RB,16,35,118,3.4,15,0,0,7.4,0,0,7,2009
4211,102,BenJarvus Green-EllisNE,RB,12,26,114,4.4,29,1,0,9.5,0,0,6,2009
4212,103,Brandon JacksonGB,RB,12,37,111,3.0,9,0,2,9.3,1,0,5,2009
4213,104,Bruce GradkowskiOAK,QB,7,18,108,6.0,21,2,0,15.4,2,1,7,2009
