,RK,Name,POS,GP,ATT,YDS,AVG,LNG,BIG,TD,YDS/G,FUM,LST,FD,Year*
7052,94,Wayne GallmanNYG,RB,15,51,176,3.5,9,0,1,11.7,0,0,7,2018
7053,95,DJ MooreCAR,WR,16,13,172,13.2,32,3,0,10.8,2,1,6,2018
7054,96,Theo RiddickDET,RB,14,40,171,4.3,19,0,0,12.2,0,0,8,2018
7055,97,Alex SmithWSH,QB,10,41,168,4.1,22,1,1,16.8,3,0,15,2018
7056,98,Robert WoodsLAR,WR,16,19,157,8.3,56,1,1,9.8,0,0,9,2018
7057,98,Brian HillATL,RB,10,20,157,7.8,60,3,0,15.7,1,1,5,2018
7058,100,Dwayne WashingtonNO,RB,13,27,154,5.7,28,3,0,11.8,0,0,7,2018
7059,101,Ryan FitzpatrickTB,QB,8,36,152,4.2,18,0,2,19.0,0,0,9,2018
7060,102,Tyreek HillKC,WR,16,22,151,6.9,33,3,1,9.4,0,0,8,2018
7061,103,Andrew LuckIND,QB,16,46,148,3.2,33,1,0,9.3,1,0,12,2018
7062,104,Ryan TannehillMIA,QB,11,32,145,4.5,20,1,0,13.2,1,1,9,2018
7063,105,Josh RosenARI,QB,14,23,138,6.0,33,1,0,9.9,3,0,8,2018
7064,105,Sam DarnoldNYJ,QB,13,44,138,3.1,28,1,1,10.6,4,1,16,2018
7065,107,Baker MayfieldCLE,QB,14,39,131,3.4,35,1,0,9.4,3,1,8,2018
7066,108,Jeff DriskelCIN,QB,9,25,130,5.2,27,1,2,14.4,1,0,7,2018
7067,109,Rod SmithDAL,FB,16,44,127,2.9,14,0,1,7.9,0,0,10,2018
7068,110,Matt RyanATL,QB,16,33,125,3.8,15,0,3,7.8,0,0,15,2018
7069,110,Tyrod TaylorCLE,QB,4,16,125,7.8,24,3,1,31.3,2,0,6,2018
7070,112,Kirk CousinsMIN,QB,16,44,123,2.8,19,0,1,7.7,4,2,12,2018
7071,112,Cody KesslerJAX,QB,5,19,123,6.5,21,1,0,24.6,0,0,9,2018
7072,114,Darren SprolesPHI,RB,6,29,120,4.1,17,0,1,20.0,0,0,6,2018
7073,114,Josh JohnsonWSH,QB,4,23,120,5.2,16,0,1,30.0,0,0,7,2018
7074,116,DeAndre WashingtonOAK,RB,10,30,115,3.8,13,0,0,11.5,1,1,8,2018
7075,117,Trenton CannonNYJ,RB,16,38,113,3.0,21,1,1,7.1,0,0,7,2018
7076,118,Javorius AllenBAL,RB,14,41,110,2.7,17,0,3,7.9,0,0,10,2018
7077,119,Jared GoffLAR,QB,16,43,108,2.5,16,0,2,6.8,2,0,9,2018
7078,120,Julian EdelmanNE,WR,12,9,107,11.9,20,1,0,8.9,0,0,7,2018
7079,121,Jacquizz RodgersTB,RB,16,33,106,3.2,20,1,1,6.6,0,0,7,2018
7080,122,Kapri BibbsWSH/GB,RB,12,21,103,4.9,15,0,3,8.6,0,0,8,2018
7081,123,Andy DaltonCIN,QB,11,16,99,6.2,21,2,0,9.0,0,0,4,2018
7082,124,Ben RoethlisbergerPIT,QB,16,31,98,3.2,18,0,3,6.1,0,0,13,2018
7083,124,Dede WestbrookJAX,WR,16,9,98,10.9,43,2,0,6.1,0,0,5,2018
7084,126,Case KeenumDEN,QB,16,26,93,3.6,17,0,2,5.8,3,1,10,2018
7085,126,Carson WentzPHI,QB,11,34,93,2.7,13,0,0,8.5,0,0,9,2018
7086,128,Brandon BoldenMIA,RB,16,8,91,11.4,54,1,2,5.7,1,1,4,2018
7087,129,Curtis SamuelCAR,WR,13,8,84,10.5,33,2,2,6.5,0,0,3,2018
7088,130,Stevan RidleyPIT,RB,10,29,80,2.8,12,0,1,8.0,1,1,3,2018
7089,131,Keith FordBUF,RB,2,21,79,3.8,11,0,0,39.5,0,0,4,2018
7090,132,Keenan AllenLAC,WR,16,9,75,8.3,28,2,0,4.7,1,0,4,2018
7091,133,John Kelly Jr.LAR,RB,4,27,74,2.7,7,0,0,18.5,0,0,6,2018
7092,134,Matthew StaffordDET,QB,16,25,71,2.8,10,0,0,4.4,1,1,8,2018
7093,134,Kenjon BarnerNE/CAR,RB,9,19,71,3.7,11,0,0,7.9,0,0,3,2018
7094,136,Tyler LockettSEA,WR,16,13,69,5.3,18,0,0,4.3,0,0,3,2018
7095,136,C.J. BeathardSF,QB,6,19,69,3.6,13,0,1,11.5,2,0,6,2018
7096,136,Cameron Artis-PayneCAR,RB,9,19,69,3.6,15,0,1,7.7,0,0,8,2018
7097,139,Brandin CooksLAR,WR,16,10,68,6.8,17,0,1,4.3,0,0,5,2018
7098,139,Devonta FreemanATL,RB,2,14,68,4.9,20,2,0,34.0,0,0,2,2018
7099,141,Isaiah McKenzieBUF/DEN,WR,7,10,66,6.6,15,0,2,9.4,0,0,4,2018
7100,142,Colt McCoyWSH,QB,3,10,63,6.3,15,0,0,21.0,0,0,4,2018
7101,143,Stefon DiggsMIN,WR,15,10,62,6.2,20,1,0,4.1,0,0,3,2018
7102,144,Taylor GabrielCHI,WR,16,9,61,6.8,20,1,0,3.8,0,0,3,2018
7103,145,Jarvis LandryCLE,WR,16,3,60,20.0,51,1,1,3.8,0,0,2,2018
7104,146,Tavon AustinDAL,WR,7,6,55,9.2,18,0,0,7.9,0,0,2,2018
7105,146,Corey DavisTEN,WR,16,6,55,9.2,39,1,0,3.4,0,0,2,2018
7106,148,Emmanuel SandersDEN,WR,12,4,53,13.3,35,1,1,4.4,0,0,2,2018
7107,149,Sammy WatkinsKC,WR,10,5,52,10.4,31,1,0,5.2,1,0,2,2018
7108,150,Nathan PetermanBUF,QB,4,10,50,5.0,24,1,1,12.5,0,0,4,2018
7109,151,Detrez NewsomeLAC,RB,9,11,49,4.5,16,0,0,5.4,0,0,3,2018
7110,152,Derek CarrOAK,QB,16,24,47,2.0,15,0,1,2.9,1,0,5,2018
7111,152,Mike BooneMIN,RB,8,11,47,4.3,20,1,0,5.9,0,0,2,2018
7112,154,Joe FlaccoBAL,QB,9,19,45,2.4,13,0,0,5.0,1,0,10,2018
7113,155,Mohamed SanuATL,WR,16,7,44,6.3,24,1,0,2.8,0,0,5,2018
7114,155,Darrel WilliamsKC,RB,6,13,44,3.4,8,0,0,7.3,0,0,3,2018
7115,155,Ronald JonesTB,RB,9,23,44,1.9,9,0,1,4.9,0,0,2,2018
7116,158,Mike GillisleeNO,RB,4,16,43,2.7,5,0,0,10.8,1,1,2,2018
7117,159,Johnny TownsendOAK,P,16,1,42,42.0,42,1,0,2.6,0,0,1,2018
7118,160,Travis BenjaminLAC,WR,12,7,41,5.9,19,0,0,3.4,0,0,2,2018
7119,160,Zach LineNO,FB,16,9,41,4.6,9,0,0,2.6,0,0,6,2018
7120,162,Corey GrantJAX,RB,5,13,40,3.1,8,0,0,8.0,0,0,1,2018
7121,163,Jarius WrightCAR,WR,16,2,39,19.5,34,1,0,2.4,0,0,1,2018
7122,163,DeShone KizerGB,QB,3,5,39,7.8,12,0,0,13.0,0,0,3,2018
7123,165,David WilliamsJAX,RB,6,8,36,4.5,15,0,0,6.0,0,0,3,2018
7124,165,Evan EngramNYG,TE,11,3,36,12.0,14,0,0,3.3,0,0,3,2018
7125,167,Tom BradyNE,QB,16,23,35,1.5,10,0,2,2.2,0,0,10,2018
7126,167,Christian KirkARI,WR,12,3,35,11.7,23,1,0,2.9,0,0,2,2018
7127,169,Golden TateDET/PHI,WR,15,4,34,8.5,30,1,0,2.3,0,0,1,2018
7128,169,Mark WaltonCIN,RB,14,14,34,2.4,10,0,0,2.4,0,0,5,2018
7129,171,Jimmy GaroppoloSF,QB,3,8,33,4.1,13,0,0,11.0,2,0,2,2018
7130,171,Sterling ShepardNYG,WR,16,3,33,11.0,27,1,0,2.1,0,0,1,2018
7131,173,Josh McCownNYJ,QB,4,5,32,6.4,12,0,0,8.0,0,0,2,2018
7132,173,Nelson AgholorPHI,WR,16,3,32,10.7,16,0,0,2.0,0,0,2,2018
7133,173,Samaje PerineWSH,RB,5,8,32,4.0,11,0,0,6.4,0,0,2,2018
7134,176,Taylor HeinickeCAR,QB,6,5,31,6.2,19,0,0,5.2,1,0,2,2018
7135,177,Kyle JuszczykSF,FB,16,8,30,3.8,12,0,0,1.9,1,1,2,2018
7136,177,Adam ThielenMIN,WR,16,5,30,6.0,15,0,0,1.9,0,0,1,2018
7137,177,Jamison CrowderWSH,WR,9,4,30,7.5,25,1,0,3.3,0,0,1,2018
7138,177,Roc ThomasMIN,RB,5,8,30,3.8,23,1,0,6.0,0,0,2,2018
7139,181,DeSean JacksonTB,WR,12,6,29,4.8,14,0,1,2.4,0,0,2,2018
7140,181,Phillip DorsettNE,WR,16,4,29,7.3,17,0,0,1.8,0,0,2,2018
7141,181,Marquez Valdes-ScantlingGB,WR,16,2,29,14.5,21,1,0,1.8,0,0,2,2018
7142,181,Shaun WilsonTB,RB,5,6,29,4.8,9,0,0,5.8,0,0,0,2018
7143,185,Mike WilliamsLAC,WR,16,7,28,4.0,19,0,1,1.8,0,0,2,2018
7144,186,Calvin RidleyATL,WR,16,6,27,4.5,9,0,0,1.7,0,0,1,2018
7145,187,Ted Ginn Jr.NO,WR,5,3,26,8.7,20,1,0,5.2,0,0,1,2018
7146,187,Raven GreeneGB,S,8,1,26,26.0,26,1,0,3.3,0,0,1,2018
7147,187,Anthony MillerCHI,WR,15,6,26,4.3,9,0,0,1.7,1,0,0,2018
7148,190,Jeremy HillNE,RB,1,4,25,6.3,11,0,0,25.0,0,0,1,2018
7149,190,Jeremy LangfordATL,RB,1,9,25,2.8,7,0,0,25.0,0,0,1,2018
7150,190,Elijhaa PennyNYG,RB,14,7,25,3.6,8,0,0,1.8,0,0,2,2018
7151,190,Cooper KuppLAR,WR,8,4,25,6.3,12,0,0,3.1,0,0,3,2018
7152,194,Martavis BryantOAK,WR,8,3,23,7.7,17,0,0,2.9,0,0,1,2018
7153,195,Drew BreesNO,QB,15,31,22,0.7,11,0,4,1.5,2,0,11,2018
7154,195,Alex EricksonCIN,WR,16,3,22,7.3,14,0,0,1.4,0,0,1,2018
7155,197,Brock OsweilerMIA,QB,7,8,21,2.6,7,0,0,3.0,1,1,1,2018
7156,197,Darren WallerOAK,TE,4,1,21,21.0,21,1,0,5.3,0,0,1,2018
7157,197,Ryan SwitzerPIT,WR,16,6,21,3.5,8,0,0,1.3,0,0,0,2018
7158,200,Eli ManningNYG,QB,16,15,20,1.3,7,0,1,1.3,0,0,5,2018
7159,200,Andre RobertsNYJ,WR,16,2,20,10.0,18,0,0,1.3,0,0,1,2018
7160,200,Benny CunninghamCHI,RB,15,11,20,1.8,6,0,0,1.3,0,0,0,2018
7161,200,Amari CooperOAK/DAL,WR,15,2,20,10.0,11,0,0,1.3,0,0,1,2018
7162,204,Odell Beckham Jr.NYG,WR,12,5,19,3.8,11,0,0,1.6,0,0,2,2018
7163,204,De'Angelo HendersonNYJ,RB,3,2,19,9.5,13,0,0,6.3,1,1,0,2018
7164,204,Justin DavisLAR,RB,11,2,19,9.5,19,0,0,1.7,0,0,1,2018
7165,204,Kyle AllenCAR,QB,2,5,19,3.8,10,0,1,9.5,0,0,2,2018
7166,208,Jonathan StewartNYG,RB,3,6,17,2.8,5,0,0,5.7,0,0,0,2018
7167,208,Nick FolesPHI,QB,5,9,17,1.9,4,0,0,3.4,0,0,6,2018
7168,208,Travaris CadetCAR,RB,1,11,17,1.5,5,0,0,17.0,0,0,0,2018
7169,208,Chris MooreBAL,WR,16,5,17,3.4,9,0,0,1.1,0,0,1,2018
7170,208,Jamal AgnewDET,WR,6,1,17,17.0,17,0,0,2.8,0,0,1,2018
7171,208,Tim PatrickDEN,WR,16,3,17,5.7,13,0,0,1.1,0,0,2,2018
7172,214,David FluellenTEN,RB,7,4,16,4.0,13,0,0,2.3,0,0,1,2018
7173,214,Albert WilsonMIA,WR,7,8,16,2.0,5,0,0,2.3,0,0,2,2018
7174,214,Darius JacksonDAL/GB,RB,2,6,16,2.7,4,0,0,8.0,0,0,0,2018
7175,214,Tajae SharpeTEN,WR,16,1,16,16.0,16,0,0,1.0,0,0,1,2018
7176,214,Taquan MizzellCHI,RB,9,9,16,1.8,7,0,0,1.8,0,0,0,2018
7177,214,Gerald EverettLAR,TE,16,2,16,8.0,12,0,0,1.0,0,0,1,2018
7178,220,Brandon WildsJAX,RB,3,6,15,2.5,5,0,0,5.0,0,0,0,2018
7179,220,Tyrell WilliamsLAC,WR,16,2,15,7.5,14,0,0,0.9,0,0,1,2018
7180,220,Alex ArmahCAR,FB,16,9,15,1.7,4,0,2,0.9,0,0,3,2018
7181,223,Riley DixonNYG,P,16,1,14,14.0,14,0,0,0.9,0,0,1,2018
7182,223,Leonte CarrooMIA,WR,9,1,14,14.0,14,0,0,1.6,0,0,1,2018
7183,225,Matt CasselDET,QB,2,2,13,6.5,14,0,0,6.5,0,0,1,2018
7184,225,Willie Snead IVBAL,WR,16,1,13,13.0,13,0,0,0.8,0,0,1,2018
7185,225,JuJu Smith-SchusterPIT,WR,16,1,13,13.0,13,0,0,0.8,0,0,1,2018
7186,228,Julio JonesATL,WR,16,2,12,6.0,11,0,0,0.8,0,0,1,2018
7187,228,Dwayne HarrisOAK,WR,15,2,12,6.0,13,0,0,0.8,0,0,1,2018
7188,228,Jourdan LewisDAL,CB,15,2,12,6.0,7,0,0,0.8,0,0,0,2018
7189,231,Derek WattLAC,FB,16,4,11,2.8,8,0,0,0.7,0,0,1,2018
7190,231,Adam HumphriesTB,WR,16,2,11,5.5,7,0,0,0.7,0,0,0,2018
7191,231,Joshua DobbsPIT,QB,5,4,11,2.8,10,0,0,2.2,0,0,2,2018
7192,234,Robert TurbinIND,RB,2,4,10,2.5,5,0,0,5.0,1,1,0,2018
7193,234,Tommylee LewisNO,WR,7,2,10,5.0,6,0,0,1.4,1,1,0,2018
7194,234,Maurice HarrisWSH,WR,12,2,10,5.0,6,0,0,0.8,0,0,1,2018
7195,234,Zach PascalIND,WR,16,2,10,5.0,8,0,0,0.6,0,0,0,2018
7196,234,George KittleSF,TE,16,1,10,10.0,10,0,0,0.6,0,0,1,2018
7197,239,Ed DicksonSEA,TE,10,1,9,9.0,9,0,0,0.9,0,0,1,2018
7198,239,Patrick DiMarcoBUF,FB,16,1,9,9.0,9,0,0,0.6,0,0,1,2018
7199,239,Marquise GoodwinSF,WR,11,4,9,2.3,5,0,0,0.8,0,0,0,2018
7200,239,Christine MichaelIND,RB,1,2,9,4.5,8,0,0,9.0,0,0,0,2018
7201,239,Paul Richardson Jr.WSH,WR,7,2,9,4.5,7,0,0,1.3,0,0,0,2018
7202,239,Allen Robinson IICHI,WR,13,1,9,9.0,9,0,0,0.7,0,0,0,2018
7203,239,Byron MarshallWSH,RB,6,3,9,3.0,4,0,0,1.5,0,0,0,2018
7204,239,John RossCIN,WR,13,4,9,2.3,7,0,0,0.7,0,0,0,2018
7205,239,Chad WilliamsARI,WR,10,1,9,9.0,9,0,0,0.9,0,0,0,2018
7206,239,Michael DicksonSEA,P,16,1,9,9.0,9,0,0,0.6,0,0,1,2018
7207,249,Mark SanchezWSH,QB,2,1,8,8.0,8,0,0,4.0,0,0,1,2018
7208,249,James DevelinNE,FB,16,6,8,1.3,2,0,4,0.5,0,0,5,2018
7209,249,J.D. McKissicSEA,RB,5,3,8,2.7,6,0,0,1.6,0,0,0,2018
7210,249,Rob KelleyWSH,RB,2,4,8,2.0,6,0,0,4.0,0,0,1,2018
7211,249,Maxx WilliamsBAL,TE,13,3,8,2.7,7,0,0,0.6,0,0,2,2018
7212,249,Kenny GolladayDET,WR,15,1,8,8.0,8,0,0,0.5,0,0,0,2018
7213,249,Josh ReynoldsLAR,WR,16,2,8,4.0,10,0,0,0.5,0,0,1,2018
7214,249,C.J. HamMIN,FB,15,6,8,1.3,5,0,0,0.5,0,0,1,2018
7215,257,Philip RiversLAC,QB,16,18,7,0.4,7,0,0,0.4,1,0,1,2018
7216,257,Jamaal CharlesJAX,RB,2,6,7,1.2,5,0,0,3.5,0,0,0,2018
7217,257,Sam BradfordARI,QB,3,2,7,3.5,8,0,0,2.3,0,0,1,2018
7218,257,Tavon WilsonDET,S,15,1,7,7.0,7,0,0,0.5,0,0,1,2018
7219,257,DeAndre CarterHOU/PHI,WR,14,1,7,7.0,7,0,0,0.5,0,0,0,2018
7220,257,Antonio CallawayCLE,WR,16,2,7,3.5,15,0,0,0.4,0,0,1,2018
7221,263,De'Anthony ThomasKC,WR,5,1,6,6.0,6,0,0,1.2,0,0,0,2018
7222,263,Clayton FejedelemCIN,S,16,2,6,3.0,6,0,0,0.4,1,0,1,2018
7223,265,Teddy BridgewaterNO,QB,5,11,5,0.5,9,0,0,1.0,0,0,1,2018
7224,265,Seth RobertsOAK,WR,15,3,5,1.7,11,0,0,0.3,0,0,1,2018
7225,265,Jakeem Grant Sr.MIA,WR,10,1,5,5.0,5,0,0,0.5,0,0,0,2018
7226,265,Andy JanovichDEN,FB,16,2,5,2.5,3,0,0,0.3,0,0,2,2018
7227,265,Corey ColemanNYG,WR,8,1,5,5.0,5,0,0,0.6,0,0,0,2018
7228,265,Equanimeous St. BrownGB,WR,12,1,5,5.0,5,0,0,0.4,0,0,0,2018
7229,265,David MooreSEA,WR,16,1,5,5.0,5,0,0,0.3,0,0,0,2018
7230,272,Rontez MilesNYJ,S,8,1,4,4.0,4,0,0,0.5,0,0,1,2018
7231,272,John BrownBAL,WR,16,3,4,1.3,3,0,0,0.3,0,0,0,2018
7232,272,Roosevelt NixPIT,FB,16,1,4,4.0,4,0,0,0.3,0,0,0,2018
7233,272,Brandon PowellDET,WR,6,1,4,4.0,4,0,0,0.7,0,0,0,2018
7234,272,Jeremy McNicholsIND,RB,1,2,4,2.0,7,0,0,4.0,0,0,1,2018
7235,272,Ray-Ray McCloud IIIBUF,WR,10,2,4,2.0,7,0,0,0.4,0,0,0,2018
7236,272,De'Lance TurnerBAL,RB,4,1,4,4.0,4,0,0,1.0,0,0,0,2018
7237,279,Chad HenneKC,QB,1,1,3,3.0,3,0,0,3.0,0,0,0,2018
7238,279,Chase DanielCHI,QB,5,13,3,0.2,4,0,0,0.6,3,0,1,2018
7239,279,Johnny HekkerLAR,P,16,1,3,3.0,3,0,0,0.2,0,0,0,2018
7240,279,Derrick ColemanARI,FB,16,2,3,1.5,2,0,0,0.2,0,0,0,2018
7241,279,Jeff HeathDAL,S,16,1,3,3.0,3,0,0,0.2,0,0,1,2018
7242,279,Tre MaddenSEA,FB,14,3,3,1.0,2,0,0,0.2,0,0,1,2018
7243,279,Tyler BoydCIN,WR,14,2,3,1.5,5,0,0,0.2,0,0,0,2018
7244,286,Anthony ShermanKC,FB,16,1,2,2.0,2,0,0,0.1,0,0,1,2018
7245,286,Geno SmithLAC,QB,5,8,2,0.3,9,0,0,0.4,0,0,0,2018
7246,286,Bruce EllingtonHOU/DET,WR,7,1,2,2.0,2,0,0,0.3,0,0,0,2018
7247,286,Trey BurtonCHI,TE,16,1,2,2.0,2,0,0,0.1,0,0,1,2018
7248,286,Darius JenningsTEN,WR,16,1,2,2.0,2,0,0,0.1,0,0,0,2018
7249,286,Breshad PerrimanCLE,WR,10,4,2,0.5,7,0,0,0.2,0,0,0,2018
7250,286,T.J. LoganARI,RB,10,2,2,1.0,5,0,0,0.2,0,0,0,2018
7251,293,Akiem HicksCHI,DE,16,1,1,1.0,1,0,1,0.1,0,0,1,2018
7252,293,Ameer AbdullahMIN/DET,RB,10,1,1,1.0,1,0,0,0.1,0,0,0,2018
7253,293,Cameron BatsonTEN,WR,11,1,1,1.0,1,0,0,0.1,0,0,1,2018
7254,296,Matt SchaubATL,QB,3,1,0,0.0,0,0,0,0.0,1,0,0,2018
7255,296,Blaine GabbertTEN,QB,8,6,0,0.0,1,0,0,0.0,0,0,2,2018
7256,296,Luke StockerTEN,TE,16,1,0,0.0,0,0,0,0.0,0,0,0,2018
7257,296,Nick BelloreDET,LB,14,1,0,0.0,0,0,0,0.0,0,0,0,2018
7258,296,Melvin IngramLAC,LB,16,1,0,0.0,0,0,0,0.0,0,0,0,2018
7259,296,Tommy BohanonJAX,FB,16,1,0,0.0,0,0,0,0.0,0,0,0,2018
7260,296,Quincy EnunwaNYJ,WR,11,1,0,0.0,0,0,0,0.0,0,0,0,2018
7261,296,Keith SmithOAK,FB,16,1,0,0.0,0,0,0,0.0,0,0,0,2018
7262,296,J.J. NelsonARI,WR,14,4,0,0.0,8,0,0,0.0,0,0,0,2018
7263,296,Marvin HallATL,WR,16,2,0,0.0,3,0,0,0.0,0,0,0,2018
7264,296,Jonathan WilliamsNO,RB,3,3,0,0.0,1,0,0,0.0,0,0,0,2018
7265,296,Zay JonesBUF,WR,16,1,0,0.0,0,0,0,0.0,0,0,0,2018
7266,296,Trey QuinnWSH,WR,3,1,0,0.0,0,0,0,0.0,0,0,0,2018
7267,296,Keke CouteeHOU,WR,6,3,0,0.0,3,0,0,0.0,0,0,0,2018
7268,296,Hayden HurstBAL,TE,12,1,0,0.0,0,0,0,0.0,0,0,0,2018
7269,296,Corey BojorquezBUF,P,8,1,0,0.0,0,0,0,0.0,1,0,0,2018
7270,296,J.J. JonesLAC/NYJ,WR,4,1,0,0.0,0,0,0,0.0,0,0,0,2018
7271,313,Derek AndersonBUF,QB,2,1,-1,-1.0,-1,0,0,-0.5,0,0,0,2018
7272,313,Terrelle Pryor Sr.BUF/NYJ,WR,8,1,-1,-1.0,0,0,0,-0.1,0,0,0,2018
7273,313,Brandon WeedenHOU,QB,1,1,-1,-1.0,-1,0,0,-1.0,0,0,0,2018
7274,313,Charcandrick WestKC,RB,3,2,-1,-0.5,1,0,0,-0.3,0,0,1,2018
7275,313,Chad KellyDEN,QB,1,1,-1,-1.0,-1,0,0,-1.0,0,0,0,2018
7276,313,D'Onta ForemanHOU,RB,1,7,-1,-0.1,2,0,0,-1.0,1,0,0,2018
7277,313,Courtland SuttonDEN,WR,16,1,-1,-1.0,-1,0,0,-0.1,0,0,0,2018
7278,320,Jordy NelsonOAK,WR,15,1,-2,-2.0,-2,0,0,-0.1,0,0,0,2018
7279,320,Danny AmendolaMIA,WR,15,1,-2,-2.0,-2,0,0,-0.1,0,0,0,2018
7280,320,Matt BarkleyBUF,QB,1,3,-2,-0.7,0,0,0,-2.0,0,0,0,2018
7281,320,AJ McCarronOAK,QB,2,3,-2,-0.7,0,0,0,-1.0,1,0,0,2018
7282,320,Marcus JohnsonIND,WR,5,1,-2,-2.0,-2,0,0,-0.4,0,0,0,2018
7283,320,Nate SudfeldPHI,QB,2,2,-2,-1.0,-1,0,0,-1.0,0,0,0,2018
7284,320,Kyle LaulettaNYG,QB,2,1,-2,-2.0,-2,0,0,-1.0,0,0,0,2018
7285,320,Dante PettisSF,WR,12,1,-2,-2.0,-2,0,0,-0.2,0,0,0,2018
7286,328,Niles PaulJAX,TE,6,1,-3,-3.0,-3,0,0,-0.5,0,0,0,2018
7287,328,C.J. ProsiseSEA,RB,5,1,-3,-3.0,-3,0,0,-0.6,0,0,0,2018
7288,330,Eli RogersPIT,WR,3,1,-4,-4.0,-4,0,0,-1.3,0,0,0,2018
7289,330,Jehu ChessonWSH,WR,12,1,-4,-4.0,-4,0,0,-0.3,0,0,0,2018
7290,330,Chester RogersIND,WR,16,1,-4,-4.0,-4,0,0,-0.3,0,0,0,2018
7291,333,Darrius Heyward-BeyPIT,WR,14,1,-7,-7.0,-7,0,0,-0.5,0,0,0,2018
7292,333,DeAndre HopkinsHOU,WR,16,1,-7,-7.0,-7,0,0,-0.4,0,0,0,2018
7293,333,Jacoby BrissettIND,QB,4,7,-7,-1.0,-1,0,0,-1.8,0,0,0,2018
7294,336,Brian HoyerNE,QB,5,11,-8,-0.7,2,0,0,-1.6,0,0,1,2018
7295,336,Eric EbronIND,TE,16,3,-8,-2.7,2,0,1,-0.5,1,1,1,2018
7296,336,Robbie AndersonNYJ,WR,14,2,-8,-4.0,1,0,0,-0.6,0,0,0,2018
7297,339,Sean MannionLAR,QB,3,7,-9,-1.3,3,0,0,-3.0,0,0,1,2018
7298,340,Rod StreaterCLE,WR,3,1,-11,-11.0,-11,0,0,-3.7,0,0,0,2018
7299,341,Nick MullensSF,QB,8,18,-16,-0.9,2,0,0,-2.0,1,0,1,2018
7300,1,Derrick HenryTEN,RB,15,303,1540,5.1,74,9,16,102.7,5,3,73,2019
7301,2,Nick ChubbCLE,RB,16,298,1494,5.0,88,11,8,93.4,2,2,62,2019
7302,3,Christian McCaffreyCAR,RB,16,287,1387,4.8,84,6,15,86.7,1,0,56,2019
7303,4,Ezekiel ElliottDAL,RB,16,301,1357,4.5,33,4,12,84.8,3,2,78,2019
7304,5,Chris CarsonSEA,RB,15,278,1230,4.4,59,8,7,82.0,6,3,75,2019
7305,6,Lamar JacksonBAL,QB,15,176,1206,6.9,47,11,7,80.4,8,2,71,2019
7306,7,Leonard FournetteJAX,RB,15,265,1152,4.3,81,7,3,76.8,0,0,55,2019
7307,8,Josh JacobsOAK,RB,13,242,1150,4.8,51,8,7,88.5,1,1,53,2019
7308,9,Joe MixonCIN,RB,16,278,1137,4.1,41,6,5,71.1,0,0,56,2019
7309,10,Dalvin CookMIN,RB,14,250,1135,4.5,75,7,13,81.1,3,2,60,2019
7310,11,Marlon MackIND,RB,14,247,1091,4.4,63,9,8,77.9,0,0,67,2019
7311,12,Aaron JonesGB,RB,16,236,1084,4.6,56,5,16,67.8,2,1,55,2019
7312,13,Carlos HydeHOU,RB,16,245,1070,4.4,58,8,6,66.9,4,2,55,2019
7313,14,Mark Ingram IIBAL,RB,15,202,1018,5.0,53,6,10,67.9,2,2,53,2019
7314,15,Phillip LindsayDEN,RB,16,224,1011,4.5,40,7,7,63.2,0,0,38,2019
7315,16,Saquon BarkleyNYG,RB,13,217,1003,4.6,68,8,6,77.2,0,0,45,2019
7316,17,Sony MichelNE,RB,16,247,912,3.7,26,3,7,57.0,2,1,55,2019
7317,18,Adrian PetersonWSH,RB,15,211,898,4.3,32,6,5,59.9,2,1,41,2019
7318,19,David MontgomeryCHI,RB,16,242,889,3.7,55,3,6,55.6,2,2,50,2019
7319,20,Todd Gurley IILAR,RB,15,223,857,3.8,25,5,12,57.1,3,2,51,2019
7320,21,Miles SandersPHI,RB,16,179,818,4.6,65,5,3,51.1,2,1,30,2019
7321,29,Kenyan DrakeARI/MIA,RB,14,170,817,4.8,80,4,8,58.4,2,1,48,2019
7322,22,Alvin KamaraNO,RB,14,171,797,4.7,40,5,5,56.9,3,1,32,2019
7323,23,Le'Veon BellNYJ,RB,15,245,789,3.2,19,0,3,52.6,0,0,36,2019
7324,24,Devin SingletaryBUF,RB,12,151,775,5.1,38,7,2,64.6,4,1,37,2019
7325,25,Raheem MostertSF,RB,16,137,772,5.6,41,3,8,48.3,1,1,31,2019
7326,26,Ronald JonesTB,RB,16,172,724,4.2,49,6,6,45.3,2,1,34,2019
7327,27,Gus EdwardsBAL,RB,16,133,711,5.3,63,5,2,44.4,2,1,46,2019
7328,28,Devonta FreemanATL,RB,14,184,656,3.6,28,3,2,46.9,2,1,31,2019
7329,30,Latavius MurrayNO,RB,16,146,637,4.4,30,3,5,39.8,0,0,38,2019
7330,31,Matt BreidaSF,RB,13,123,623,5.1,83,4,1,47.9,2,1,23,2019
7331,32,Melvin Gordon IIILAC,RB,12,162,612,3.8,24,2,8,51.0,3,2,39,2019
7332,33,Frank GoreBUF,RB,16,166,599,3.6,41,4,2,37.4,0,0,30,2019
7333,34,Austin EkelerLAC,RB,16,132,557,4.2,35,4,3,34.8,1,1,32,2019
7334,35,Tevin ColemanSF,RB,14,137,544,4.0,48,4,6,38.9,0,0,26,2019
7335,35,Kyler MurrayARI,QB,16,93,544,5.8,35,7,4,34.0,3,2,27,2019
7336,37,Jordan HowardPHI,RB,10,119,525,4.4,20,1,6,52.5,0,0,28,2019
